"title","description","datePublished","citation","keywords","license","funder","geographicDescription","northBoundCoord","eastBoundCoord","southBoundCoord","westBoundCoord","wktString","startDate","endDate"
"Mastodon Survey","Survey aimed at understanding peoples' motivations to join Mastodon as well as their current experience and future usage. The dataset contains 820 responses and 107 variables.","2023-06-01","Fake citation","mastodon, twitter, platform migration, fediverse, survey","Creative Commons Attribution-ShareAlike 4.0 International License","University of Warwick (Research Development Fund 2022/23)","Online distribution",64.69,172.83,-41.5,-107.99,NA,"2023-02-18",2023-04-13
